id,year,age,sex,educ,hrs1,happy,childs
843,2024,22,2,14,35,2,0
844,2024,39,1,14,42,1,6
845,2024,77,1,20,,2,4
846,2024,32,2,17,50,2,0
847,2024,35,1,12,35,3,1
848,2024,66,2,16,,3,0
849,2024,36,2,13,,1,2
850,2024,54,2,20,30,1,4
851,2024,48,1,13,52,1,3
852,2024,40,1,16,50,2,0
853,2024,46,2,12,,2,3
854,2024,59,2,12,40,3,2
855,2024,24,1,12,40,2,0
856,2024,70,2,6,,3,3
857,2024,27,1,18,55,2,0
858,2024,55,2,16,40,2,2
859,2024,69,2,12,5,1,2
860,2024,77,1,20,,2,4
861,2024,41,1,20,89,3,1
862,2024,83,1,16,,2,2
863,2024,49,2,17,,2,2
864,2024,71,2,18,,1,2
865,2024,24,1,14,60,2,2
866,2024,45,1,16,,3,5
867,2024,74,1,17,,1,1
868,2024,43,2,16,,1,3
869,2024,30,1,12,30,3,0
870,2024,19,2,12,40,2,0
871,2024,61,2,12,15,2,0
872,2024,76,2,14,,1,2
873,2024,,2,19,,2,2
874,2024,44,1,12,35,2,2
875,2024,26,2,16,40,2,0
876,2024,37,2,20,40,1,0
877,2024,26,2,18,0,1,0
878,2024,28,1,16,,2,0
879,2024,25,2,12,40,2,0
880,2024,25,1,12,40,2,0
881,2024,26,1,16,,2,0
882,2024,27,2,12,,1,2
883,2024,36,2,17,,3,0
884,2024,26,2,15,,3,0
885,2024,51,2,18,40,2,1
886,2024,34,2,18,40,2,0
887,2024,31,1,17,46,2,0
888,2024,54,2,14,30,3,2
889,2024,63,1,16,23,2,0
890,2024,36,2,12,40,2,2
891,2024,33,1,13,40,3,3
892,2024,74,1,0,,3,3
893,2024,24,2,16,40,2,1
894,2024,67,2,13,,1,2
895,2024,79,1,18,,1,0
896,2024,77,2,13,,1,4
897,2024,30,2,13,,2,4
898,2024,71,2,14,,2,2
899,2024,75,1,17,,3,0
900,2024,65,2,14,,2,1
901,2024,20,2,9,,3,1
902,2024,35,1,13,70,2,2
903,2024,49,2,18,40,1,0
904,2024,69,2,15,,2,2
905,2024,35,1,16,40,2,0
906,2024,69,1,17,40,2,1
907,2024,36,2,20,38,2,4
908,2024,71,1,12,,1,2
909,2024,42,2,18,50,2,0
910,2024,37,1,12,40,3,1
911,2024,53,2,15,,1,2
912,2024,47,1,19,40,1,2
913,2024,29,1,14,55,2,2
914,2024,25,1,13,42,3,0
915,2024,38,2,15,,2,2
916,2024,46,2,17,,2,3
917,2024,26,1,15,13,2,0
918,2024,33,2,20,,2,1
919,2024,64,1,16,45,1,2
920,2024,20,2,14,15,2,0
921,2024,65,2,18,40,1,3
922,2024,45,1,18,40,2,0
923,2024,29,1,14,40,2,0
924,2024,39,1,14,32,1,0
925,2024,70,2,20,,2,1
926,2024,79,1,16,,1,2
927,2024,32,2,17,44,1,1
928,2024,77,2,18,48,2,0
929,2024,69,1,20,,3,2
930,2024,66,1,16,,1,2
931,2024,62,1,12,40,2,2
932,2024,26,1,16,,3,0
933,2024,40,2,13,40,2,5
934,2024,81,1,12,,2,4
935,2024,,2,14,80,1,1
936,2024,36,2,20,,3,1
937,2024,62,2,14,40,2,1
938,2024,20,2,14,18,2,0
939,2024,20,1,15,,2,0
940,2024,23,2,19,,1,0
941,2024,19,2,14,,2,0
942,2024,28,1,18,20,2,0
943,2024,69,2,16,15,3,0
944,2024,25,2,16,,3,0
945,2024,36,1,16,40,1,
946,2024,76,2,14,,2,2
947,2024,71,1,18,55,1,2
948,2024,71,1,12,,2,2
949,2024,66,2,12,,2,4
950,2024,19,1,14,,2,0
951,2024,37,2,16,20,1,4
952,2024,50,2,20,40,2,0
953,2024,36,1,16,40,1,0
954,2024,65,1,12,40,2,2
955,2024,63,1,16,50,2,2
956,2024,61,1,18,40,2,0
957,2024,55,2,12,,2,6
958,2024,24,2,11,42,2,0
959,2024,54,2,16,,3,0
960,2024,41,1,20,40,1,0
961,2024,25,2,14,40,2,0
962,2024,82,1,16,,2,3
963,2024,37,2,18,40,2,0
964,2024,65,1,12,,2,0
965,2024,56,1,14,40,2,0
966,2024,72,1,13,5,2,0
967,2024,74,1,20,,1,0
968,2024,55,2,18,50,3,2
969,2024,55,1,18,,2,2
970,2024,53,2,13,35,2,1
971,2024,68,2,16,,3,2
972,2024,48,2,13,40,1,2
973,2024,66,2,14,,1,2
974,2024,37,2,13,60,,0
975,2024,18,2,12,36,2,0
976,2024,53,1,18,45,2,1
977,2024,20,2,12,,3,0
978,2024,36,2,17,,3,1
979,2024,61,1,12,,2,5
980,2024,69,1,12,,2,3
981,2024,89,2,16,,2,3
982,2024,89,1,10,,3,4
983,2024,82,2,12,,3,4
984,2024,80,2,16,,2,2
985,2024,70,2,18,,2,2
986,2024,40,2,16,12,2,1
987,2024,35,1,12,40,1,0
988,2024,39,1,12,45,2,0
989,2024,64,1,13,6,1,4
990,2024,75,2,20,28,3,0
991,2024,69,2,17,,2,0
992,2024,31,1,16,40,1,0
993,2024,36,2,16,50,2,0
994,2024,36,1,12,40,3,0
995,2024,33,2,20,40,1,0
996,2024,43,2,18,35,2,0
997,2024,22,2,16,20,3,0
998,2024,,,12,,1,2
999,2024,78,1,14,,2,0
1000,2024,46,1,18,43,2,0
1001,2024,80,1,16,40,2,2
1002,2024,65,2,18,6,2,0
1003,2024,65,2,14,,2,4
1004,2024,67,2,16,,2,3
1005,2024,46,1,14,30,2,0
1006,2024,33,1,15,40,3,0
1007,2024,46,1,16,53,1,2
1008,2024,51,2,16,45,2,3
1009,2024,49,2,13,50,3,4
1010,2024,59,2,12,,3,2
1011,2024,48,2,9,,2,4
1012,2024,57,2,12,40,3,5
1013,2024,74,1,14,,2,0
1014,2024,43,1,14,40,2,2
1015,2024,50,1,13,75,1,6
1016,2024,52,1,14,30,2,5
1017,2024,28,1,16,40,1,1
1018,2024,26,1,16,,2,0
1019,2024,34,1,14,20,2,0
1020,2024,48,2,17,,2,5
1021,2024,64,1,14,22,2,1
1022,2024,35,1,14,45,2,0
1023,2024,22,2,16,,3,0
1024,2024,31,2,16,,3,0
1025,2024,56,1,11,40,3,1
1026,2024,22,1,16,12,2,0
1027,2024,65,1,12,60,3,2
1028,2024,37,1,14,40,2,2
1029,2024,81,2,14,,2,3
1030,2024,38,2,13,30,2,2
1031,2024,66,1,20,40,3,0
1032,2024,41,2,20,50,2,1
1033,2024,49,2,17,,1,0
1034,2024,76,2,18,,2,1
1035,2024,28,2,17,40,1,0
1036,2024,37,2,18,40,2,1
1037,2024,46,2,12,40,2,3
1038,2024,85,2,14,,2,2
1039,2024,25,1,16,47,2,0
1040,2024,67,2,17,,3,1
1041,2024,52,1,12,,2,2
1042,2024,58,2,11,,3,5
1043,2024,67,2,15,,2,7
1044,2024,60,2,16,50,1,1
1045,2024,26,2,12,,2,3
1046,2024,45,1,12,40,3,3
1047,2024,43,1,17,40,3,1
1048,2024,53,1,18,,2,0
1049,2024,26,1,7,40,3,0
1050,2024,69,2,12,,3,1
1051,2024,63,2,16,,2,0
1052,2024,32,2,14,40,2,1
1053,2024,67,1,18,,2,0
1054,2024,53,2,12,,2,0
1055,2024,76,2,13,,2,1
1056,2024,46,1,9,,2,0
1057,2024,47,1,14,40,2,0
1058,2024,29,1,16,,2,0
1059,2024,22,2,18,,2,0
1060,2024,19,2,14,36,2,0
1061,2024,36,1,19,40,2,0
1062,2024,,1,16,,3,
1063,2024,33,2,13,,3,3
1064,2024,21,1,16,35,1,0
1065,2024,,2,12,40,1,3
1066,2024,38,1,18,40,2,0
1067,2024,65,2,16,,2,0
1068,2024,19,1,12,,2,0
1069,2024,33,1,16,40,3,0
1070,2024,37,1,20,40,2,0
1071,2024,75,1,16,,2,0
1072,2024,73,2,14,,2,1
1073,2024,54,1,12,40,1,0
1074,2024,68,2,13,,1,1
1075,2024,19,1,13,30,2,0
1076,2024,37,1,16,,2,2
1077,2024,36,2,9,,2,4
1078,2024,67,2,9,,3,4
1079,2024,58,1,14,36,1,2
1080,2024,88,2,12,,3,3
1081,2024,46,2,14,40,2,2
1082,2024,35,1,18,80,2,0
1083,2024,46,2,14,40,2,2
1084,2024,61,2,16,,1,0
1085,2024,43,2,12,13,2,7
1086,2024,62,2,13,4,2,4
1087,2024,49,2,16,40,2,2
1088,2024,20,1,12,,3,0
1089,2024,,1,12,40,2,0
1090,2024,27,1,17,40,3,0
1091,2024,46,2,18,40,2,2
1092,2024,25,1,10,,2,0
1093,2024,63,2,16,12,2,0
1094,2024,60,1,16,40,1,2
1095,2024,74,1,16,,2,0
1096,2024,50,1,8,20,3,8
1097,2024,18,2,14,,2,0
1098,2024,42,2,14,20,3,1
1099,2024,49,1,20,60,3,1
1100,2024,30,2,17,40,2,0
1101,2024,44,1,12,40,2,0
1102,2024,59,1,16,25,2,0
1103,2024,41,2,15,,3,2
1104,2024,48,2,15,40,1,0
1105,2024,46,1,16,40,2,2
1106,2024,43,1,13,89,2,2
1107,2024,26,1,12,35,2,0
1108,2024,65,1,12,,2,0
1109,2024,77,1,15,,3,0
1110,2024,59,2,12,,2,0
1111,2024,54,1,0,,3,0
1112,2024,54,2,0,,1,0
1113,2024,63,1,13,20,1,4
1114,2024,61,1,13,,2,1
1115,2024,46,2,16,38,1,3
1116,2024,,2,16,20,2,0
1117,2024,31,2,16,,3,2
1118,2024,36,1,14,52,2,0
1119,2024,42,2,16,40,2,2
1120,2024,,1,20,,2,0
1121,2024,29,1,13,40,2,2
1122,2024,29,2,13,,2,4
1123,2024,38,2,16,,2,2
1124,2024,47,2,16,40,2,1
1125,2024,74,2,12,,2,3
1126,2024,41,1,14,40,3,0
1127,2024,48,1,14,,2,0
1128,2024,48,2,15,50,2,1
1129,2024,48,2,18,40,2,0
1130,2024,62,1,16,,2,0
1131,2024,32,2,14,40,2,2
1132,2024,29,1,15,40,2,0
1133,2024,21,1,14,40,2,0
1134,2024,33,1,16,45,2,0
1135,2024,59,2,14,6,1,0
1136,2024,36,1,14,60,1,3
1137,2024,73,1,18,,1,4
1138,2024,47,1,20,50,3,0
1139,2024,42,2,16,40,2,2
1140,2024,61,2,20,50,2,0
1141,2024,52,1,12,78,2,0
1142,2024,28,1,8,40,1,1
1143,2024,30,1,12,,3,2
1144,2024,31,2,14,40,2,0
1145,2024,68,1,16,,3,0
1146,2024,67,2,13,20,3,2
1147,2024,74,1,16,,3,2
1148,2024,,2,16,,2,2
1149,2024,51,2,14,,2,1
1150,2024,34,2,14,,2,0
1151,2024,36,1,15,32,2,2
1152,2024,32,2,17,50,3,0
1153,2024,63,2,15,,2,1
1154,2024,31,1,15,8,2,0
1155,2024,42,2,20,60,1,0
1156,2024,34,2,,40,3,5
1157,2024,27,2,8,49,3,0
1158,2024,73,1,13,20,2,1
1159,2024,46,2,14,,2,8
1160,2024,,2,,,2,2
1161,2024,44,1,14,,2,1
1162,2024,40,2,16,,3,3
1163,2024,34,2,17,50,1,0
1164,2024,32,2,13,40,2,0
1165,2024,25,1,15,,3,0
1166,2024,50,2,16,,2,0
1167,2024,58,2,16,50,2,1
1168,2024,24,2,18,23,2,0
1169,2024,59,2,16,15,3,2
1170,2024,36,2,18,40,2,0
1171,2024,22,1,12,38,2,0
1172,2024,71,2,17,,3,5
1173,2024,53,1,15,60,2,2
1174,2024,36,2,14,40,3,1
1175,2024,18,1,12,,3,0
1176,2024,46,2,13,40,1,1
1177,2024,19,2,14,,2,0
1178,2024,33,1,15,40,3,0
1179,2024,49,2,13,50,3,3
1180,2024,66,1,20,,2,1
1181,2024,64,1,12,48,1,0
1182,2024,38,2,16,35,2,2
1183,2024,41,1,20,65,2,2
1184,2024,37,2,14,40,3,4
1185,2024,42,1,18,60,1,2
1186,2024,83,1,12,,2,4
1187,2024,,,16,40,1,0
1188,2024,66,1,14,60,3,2
1189,2024,55,2,19,50,2,4
1190,2024,39,1,17,40,1,0
1191,2024,60,2,18,35,1,4
1192,2024,63,2,12,42,2,0
1193,2024,56,2,16,,1,2
1194,2024,38,2,14,40,2,1
1195,2024,53,1,19,40,3,2
1196,2024,60,1,16,40,1,3
1197,2024,36,2,16,32,2,3
1198,2024,53,1,13,40,2,3
1199,2024,56,1,16,55,1,2
1200,2024,65,1,16,50,1,2
1201,2024,24,1,16,40,2,0
1202,2024,42,2,18,40,1,2
1203,2024,36,1,16,40,2,3
1204,2024,51,1,12,45,2,1
1205,2024,53,1,15,40,2,2
1206,2024,51,1,15,40,2,2
1207,2024,,1,16,65,3,3
1208,2024,44,2,14,50,2,0
1209,2024,38,2,16,40,2,2
1210,2024,18,2,12,25,2,0
1211,2024,41,2,16,25,2,2
1212,2024,34,1,13,,3,0
1213,2024,21,1,11,,2,0
1214,2024,31,2,16,40,2,0
1215,2024,27,1,16,40,2,0
1216,2024,73,2,16,,2,0
1217,2024,35,2,18,,1,0
1218,2024,31,1,16,40,1,0
1219,2024,55,2,16,40,2,0
1220,2024,39,1,10,50,2,0
1221,2024,70,1,12,45,2,6
1222,2024,33,2,16,40,2,0
1223,2024,43,2,18,55,1,3
1224,2024,73,1,14,,2,4
1225,2024,58,1,17,55,2,6
1226,2024,69,2,12,,2,2
1227,2024,76,1,20,,2,2
1228,2024,58,2,14,35,1,2
1229,2024,64,2,12,,1,3
1230,2024,69,2,12,,2,2
1231,2024,68,2,14,,1,2
1232,2024,18,1,11,,1,0
1233,2024,85,1,13,30,2,4
1234,2024,74,2,16,,3,0
1235,2024,38,1,20,40,2,1
1236,2024,85,1,12,6,2,4
1237,2024,40,1,20,8,3,3
1238,2024,31,2,16,40,1,1
1239,2024,71,2,16,,1,0
1240,2024,33,1,17,32,2,2
1241,2024,55,2,16,0,2,2
1242,2024,60,1,20,,2,0
1243,2024,44,2,19,,1,2
1244,2024,51,2,16,40,2,2
1245,2024,70,1,18,,3,3
1246,2024,39,1,16,,1,1
1247,2024,42,1,18,50,2,2
1248,2024,51,2,16,20,2,5
1249,2024,33,1,16,50,3,2
1250,2024,45,2,14,50,2,3
1251,2024,73,1,17,25,3,2
1252,2024,40,2,16,,3,2
1253,2024,19,1,12,,2,0
1254,2024,37,2,18,40,1,1
1255,2024,39,2,19,25,1,1
1256,2024,41,1,16,60,2,2
1257,2024,19,2,14,,2,0
1258,2024,36,1,14,40,2,2
1259,2024,36,1,12,40,2,0
1260,2024,69,1,13,,2,1
1261,2024,45,1,12,48,2,3
1262,2024,31,2,16,45,1,0
1263,2024,28,2,17,55,2,0
1264,2024,22,1,16,40,2,0
1265,2024,26,1,16,40,1,0
1266,2024,23,1,16,50,3,0
1267,2024,78,1,16,40,1,3
1268,2024,38,2,15,50,3,0
1269,2024,61,1,12,,3,7
1270,2024,39,1,17,40,2,0
1271,2024,20,1,12,40,2,0
1272,2024,,,,,3,
1273,2024,31,2,12,35,3,2
1274,2024,20,2,8,,1,1
1275,2024,33,2,11,,2,7
1276,2024,39,2,12,,1,4
1277,2024,48,2,18,40,3,0
1278,2024,67,2,19,,2,0
1279,2024,45,1,12,30,2,2
1280,2024,33,2,16,,2,2
1281,2024,32,1,15,40,2,0
1282,2024,31,2,9,,1,4
1283,2024,71,2,4,,1,8
1284,2024,59,2,16,17,2,0
1285,2024,36,1,17,40,3,0
1286,2024,30,2,16,40,1,0
1287,2024,64,2,16,20,2,2
1288,2024,21,1,14,40,2,0
1289,2024,37,2,16,,1,2
1290,2024,44,1,20,40,2,4
1291,2024,,1,13,55,,0
1292,2024,33,2,16,77,2,0
1293,2024,77,2,18,20,2,3
1294,2024,,2,14,,2,2
1295,2024,75,2,17,,2,3
1296,2024,51,1,6,60,2,3
1297,2024,53,2,14,30,1,0
1298,2024,37,1,17,40,2,1
1299,2024,73,1,15,,2,2
1300,2024,31,2,16,,3,2
1301,2024,35,1,17,40,2,3
1302,2024,,1,19,,3,1
1303,2024,,1,16,50,2,
1304,2024,20,2,15,,2,0
1305,2024,44,2,20,32,2,1
1306,2024,30,1,20,,2,0
1307,2024,39,1,15,48,1,2
1308,2024,35,2,16,,1,0
1309,2024,89,1,18,,2,5
1310,2024,46,1,16,40,1,1
1311,2024,72,2,16,,2,2
1312,2024,50,2,12,,1,2
1313,2024,71,2,12,,1,3
1314,2024,85,1,14,,1,1
1315,2024,45,2,16,,2,0
1316,2024,70,2,16,,2,2
1317,2024,82,2,12,,1,2
1318,2024,60,1,16,40,2,0
1319,2024,85,1,16,,2,3
1320,2024,40,2,17,,2,1
1321,2024,44,1,19,55,3,0
1322,2024,36,1,14,,1,4
1323,2024,79,1,12,,3,1
1324,2024,45,1,14,40,1,8
1325,2024,39,2,20,36,2,0
1326,2024,46,2,12,30,1,3
1327,2024,63,2,16,55,2,2
1328,2024,58,2,18,,3,2
1329,2024,68,2,13,,3,1
1330,2024,80,2,17,,2,2
1331,2024,77,2,12,,1,1
1332,2024,32,2,17,,3,0
1333,2024,39,1,18,,1,1
1334,2024,37,2,18,50,1,0
1335,2024,79,1,18,,1,3
1336,2024,83,2,15,,3,4
1337,2024,60,1,14,,2,0
1338,2024,80,2,12,40,2,1
1339,2024,65,2,15,,2,2
1340,2024,42,1,17,50,3,2
1341,2024,89,2,18,,2,0
1342,2024,64,2,16,,2,2
1343,2024,34,1,16,,2,1
1344,2024,67,2,14,40,3,4
1345,2024,76,2,16,,2,0
1346,2024,27,1,12,55,3,0
1347,2024,41,1,14,,2,2
1348,2024,53,1,17,43,2,0
1349,2024,55,1,13,66,2,2
1350,2024,46,2,14,38,1,3
1351,2024,40,1,14,,2,4
1352,2024,47,2,16,60,2,0
1353,2024,36,2,14,20,2,3
1354,2024,35,2,16,,1,3
1355,2024,42,2,16,,,2
1356,2024,72,1,14,50,1,3
1357,2024,45,2,10,,3,4
1358,2024,70,1,16,20,2,1
1359,2024,27,1,14,40,2,0
1360,2024,25,1,15,60,1,0
1361,2024,53,2,18,40,3,4
1362,2024,52,2,19,50,2,2
1363,2024,32,1,16,40,2,1
1364,2024,74,1,12,,1,1
1365,2024,24,1,12,40,3,0
1366,2024,30,1,16,40,2,0
1367,2024,30,1,16,40,3,0
1368,2024,31,1,12,40,3,1
1369,2024,86,1,18,,2,1
1370,2024,89,2,12,,2,2
1371,2024,50,2,18,,3,2
1372,2024,45,2,13,,2,2
1373,2024,42,1,16,40,3,1
1374,2024,58,2,14,45,3,2
1375,2024,41,2,14,40,2,2
1376,2024,33,2,14,,3,1
1377,2024,63,2,12,,3,1
1378,2024,68,1,12,20,2,3
1379,2024,60,1,13,45,2,3
1380,2024,54,1,12,40,3,0
1381,2024,55,2,16,40,2,2
1382,2024,47,2,20,,1,3
1383,2024,75,2,12,,2,4
1384,2024,38,1,15,,3,0
1385,2024,42,2,15,,2,1
1386,2024,39,2,8,,2,5
1387,2024,73,1,14,,1,3
1388,2024,55,1,2,,1,4
1389,2024,48,1,5,60,1,2
1390,2024,37,1,18,40,2,0
1391,2024,59,2,14,40,3,0
1392,2024,80,2,14,,3,2
1393,2024,55,2,12,30,2,2
1394,2024,24,1,12,89,1,0
1395,2024,59,2,14,40,1,1
1396,2024,38,1,12,40,2,1
1397,2024,54,1,16,50,1,3
1398,2024,59,2,12,,1,2
1399,2024,64,1,16,80,2,0
1400,2024,35,1,18,40,2,1
1401,2024,67,1,16,,1,3
1402,2024,60,2,14,50,3,1
1403,2024,35,1,12,48,1,0
1404,2024,43,2,14,5,3,1
1405,2024,49,2,15,,1,5
1406,2024,79,2,14,,3,1
1407,2024,64,2,12,28,2,7
1408,2024,69,2,13,20,1,2
1409,2024,48,2,13,80,3,6
1410,2024,21,1,12,30,1,1
1411,2024,44,2,12,35,3,2
1412,2024,40,2,11,15,3,2
1413,2024,28,2,8,,1,3
1414,2024,41,1,12,40,3,0
1415,2024,78,1,15,,2,8
1416,2024,,2,11,,1,1
1417,2024,89,2,10,,2,3
1418,2024,56,1,15,40,2,6
1419,2024,45,2,16,40,2,1
1420,2024,55,2,6,41,2,4
1421,2024,64,2,14,40,2,0
1422,2024,66,1,7,,2,2
1423,2024,32,2,12,20,2,5
1424,2024,41,1,11,40,2,2
1425,2024,56,2,10,20,3,0
1426,2024,57,1,15,65,2,0
1427,2024,39,2,16,,1,2
1428,2024,64,2,16,30,1,1
1429,2024,18,2,12,,2,0
1430,2024,48,1,16,4,2,0
1431,2024,47,1,12,45,2,2
1432,2024,68,2,16,,3,3
1433,2024,65,1,14,60,,1
1434,2024,28,2,8,,3,0
1435,2024,48,1,8,46,1,3
1436,2024,67,2,14,,2,2
1437,2024,28,2,13,,2,2
1438,2024,66,2,12,,2,0
1439,2024,25,1,12,52,1,0
1440,2024,50,1,12,60,2,2
1441,2024,20,1,12,,2,0
1442,2024,89,2,12,,2,4
1443,2024,60,2,12,,1,2
1444,2024,59,1,15,45,1,3
1445,2024,21,1,11,24,3,0
1446,2024,56,2,17,40,2,1
1447,2024,66,1,16,68,2,1
1448,2024,37,1,18,,2,0
1449,2024,85,1,12,,2,3
1450,2024,68,2,16,,2,2
1451,2024,,2,17,,3,0
1452,2024,61,2,16,50,2,0
1453,2024,37,2,18,40,3,1
1454,2024,69,2,12,8,2,3
1455,2024,74,2,12,,2,4
1456,2024,31,2,10,,,
1457,2024,74,2,12,,2,2
1458,2024,22,2,15,8,3,0
1459,2024,49,2,12,40,2,7
1460,2024,35,2,19,40,2,0
1461,2024,,1,19,,2,2
1462,2024,33,2,16,,1,2
1463,2024,69,2,16,,2,0
1464,2024,75,1,18,,2,3
1465,2024,36,1,20,40,2,1
1466,2024,41,2,12,32,2,1
1467,2024,67,2,16,8,2,5
1468,2024,39,1,14,,3,0
1469,2024,60,1,17,50,2,0
1470,2024,47,2,16,10,2,2
1471,2024,49,2,16,50,2,0
1472,2024,71,1,11,8,2,3
1473,2024,50,1,16,50,2,0
1474,2024,69,2,12,28,2,0
1475,2024,43,1,10,50,1,1
1476,2024,64,2,12,,3,5
1477,2024,72,1,11,55,3,2
1478,2024,74,1,12,,3,5
1479,2024,18,2,12,,2,0
1480,2024,82,2,12,,1,5
1481,2024,45,2,12,,2,6
1482,2024,21,2,12,,3,0
1483,2024,31,1,16,45,1,2
1484,2024,,,,,2,0
1485,2024,70,1,18,40,2,5
1486,2024,39,1,20,40,1,2
1487,2024,80,1,17,,1,5
1488,2024,31,2,11,,2,3
1489,2024,61,1,14,50,2,4
1490,2024,45,2,12,60,2,3
1491,2024,34,1,18,40,2,2
1492,2024,32,2,16,50,1,0
1493,2024,36,2,14,,1,2
1494,2024,32,2,12,40,2,3
1495,2024,36,1,14,50,2,4
1496,2024,48,1,20,40,2,5
1497,2024,65,2,14,,2,0
1498,2024,34,2,15,,2,0
1499,2024,38,2,14,,2,3
1500,2024,34,1,20,,2,3
1501,2024,55,2,18,40,2,1
1502,2024,41,2,15,,2,3
1503,2024,42,1,12,32,3,1
1504,2024,26,2,12,26,3,4
1505,2024,63,2,11,,1,4
1506,2024,52,1,12,40,3,1
1507,2024,45,2,14,,3,1
1508,2024,67,1,16,,3,0
1509,2024,22,2,9,,3,1
1510,2024,26,2,13,23,2,1
1511,2024,56,1,15,30,1,0
1512,2024,65,2,14,,2,1
1513,2024,47,2,12,,2,2
1514,2024,21,2,11,35,2,0
1515,2024,72,1,10,,2,1
1516,2024,,2,20,30,2,1
1517,2024,39,2,15,46,2,0
1518,2024,47,2,20,40,2,0
1519,2024,33,2,16,50,,2
1520,2024,73,1,16,,2,3
1521,2024,38,2,18,40,3,0
1522,2024,50,2,14,40,3,3
1523,2024,76,2,16,,2,2
1524,2024,29,1,6,60,3,0
1525,2024,76,1,16,,3,3
1526,2024,42,1,18,40,3,2
1527,2024,69,2,17,,3,2
1528,2024,66,2,16,,2,2
1529,2024,64,2,14,,1,2
1530,2024,54,2,20,,1,3
1531,2024,61,2,16,,2,2
1532,2024,77,1,18,,2,2
1533,2024,68,1,14,,3,0
1534,2024,66,1,14,,2,3
1535,2024,49,2,15,,2,2
1536,2024,50,2,14,40,2,5
1537,2024,52,1,16,24,2,0
1538,2024,59,2,15,,3,2
1539,2024,32,2,12,,2,3
1540,2024,80,1,7,,,8
1541,2024,39,1,14,,2,3
1542,2024,63,1,12,45,1,2
1543,2024,71,2,15,,2,4
1544,2024,55,2,17,40,1,1
1545,2024,49,1,18,40,2,2
1546,2024,21,2,12,20,3,0
1547,2024,56,1,16,65,2,3
1548,2024,73,1,18,,1,2
1549,2024,74,2,14,,3,1
1550,2024,62,2,13,40,2,2
1551,2024,67,1,12,40,2,2
1552,2024,42,2,18,40,1,0
1553,2024,39,2,20,40,2,2
1554,2024,25,1,13,,1,0
1555,2024,31,1,14,25,2,0
1556,2024,26,2,12,44,1,0
1557,2024,45,2,13,45,2,3
1558,2024,34,,11,,2,5
1559,2024,47,1,15,30,2,3
1560,2024,30,1,12,50,2,0
1561,2024,26,1,12,30,1,2
1562,2024,28,1,17,40,3,0
1563,2024,23,1,13,30,3,0
1564,2024,24,2,13,42,2,0
1565,2024,27,2,15,36,2,3
1566,2024,49,1,17,,1,2
1567,2024,43,1,12,20,2,2
1568,2024,63,1,12,25,2,1
1569,2024,62,2,12,,3,5
1570,2024,44,2,12,15,2,0
1571,2024,27,1,12,65,2,4
1572,2024,43,2,12,40,2,3
1573,2024,22,2,13,,3,0
1574,2024,77,1,14,,3,1
1575,2024,63,1,11,,1,0
1576,2024,77,2,17,,2,0
1577,2024,39,2,12,37,2,2
1578,2024,23,2,13,,1,4
1579,2024,68,1,15,,3,1
1580,2024,36,2,13,50,3,1
1581,2024,87,2,10,,2,7
1582,2024,69,2,14,2,3,2
1583,2024,52,2,16,50,2,2
1584,2024,25,,12,,2,
1585,2024,68,2,18,,3,0
1586,2024,49,1,18,50,2,5
1587,2024,48,2,16,40,2,2
1588,2024,78,2,13,,1,2
1589,2024,18,2,11,,2,0
1590,2024,50,2,16,35,2,2
1591,2024,44,1,14,40,1,2
1592,2024,22,2,17,,2,0
1593,2024,53,2,14,44,2,2
1594,2024,65,2,16,,1,2
1595,2024,45,2,16,50,2,2
1596,2024,75,1,16,12,3,0
1597,2024,56,1,16,55,2,0
1598,2024,36,2,14,,3,0
1599,2024,24,1,15,,3,0
1600,2024,24,1,14,,2,0
1601,2024,49,1,14,40,1,2
1602,2024,46,2,16,40,1,2
1603,2024,43,2,14,38,2,2
1604,2024,69,1,17,,1,4
1605,2024,44,1,14,45,1,3
1606,2024,50,2,12,,1,4
1607,2024,56,1,12,35,2,2
1608,2024,50,1,12,50,2,3
1609,2024,23,2,13,36,2,1
1610,2024,48,2,14,60,2,3
1611,2024,45,2,15,40,3,3
1612,2024,21,2,11,24,3,0
1613,2024,59,1,18,,2,0
1614,2024,40,2,16,50,2,1
1615,2024,57,2,20,45,2,1
1616,2024,79,1,19,30,2,2
1617,2024,28,1,17,20,2,0
1618,2024,,1,16,22,1,0
1619,2024,40,2,15,,1,2
1620,2024,71,2,16,,2,4
1621,2024,18,1,12,,2,0
1622,2024,65,2,16,,2,3
1623,2024,67,1,16,,1,2
1624,2024,39,1,20,50,1,1
1625,2024,43,1,17,36,1,2
1626,2024,40,1,15,,2,7
1627,2024,58,1,14,,1,2
1628,2024,38,1,14,,2,4
1629,2024,40,2,18,40,2,2
1630,2024,20,2,14,,3,0
1631,2024,42,2,19,45,2,2
1632,2024,29,1,13,70,3,1
1633,2024,77,1,15,8,2,2
1634,2024,65,2,12,,2,3
1635,2024,74,1,12,,3,1
1636,2024,69,2,12,,2,2
1637,2024,71,2,10,,1,4
1638,2024,72,1,9,,1,6
1639,2024,45,2,17,50,3,0
1640,2024,53,2,12,41,2,1
1641,2024,21,2,15,31,2,0
1642,2024,48,,,45,3,0
1643,2024,27,1,12,50,1,2
1644,2024,46,2,12,,3,2
1645,2024,46,1,15,,3,4
1646,2024,86,1,12,,3,2
1647,2024,62,1,12,,2,2
1648,2024,51,2,12,,2,1
1649,2024,55,1,12,50,2,8
